,calculated,calculated,calculated,calculated,calculated,calculated,calculated,calculated,calculated,calculated,calculated,calculated,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,metadata,metadata,metadata,metadata,metadata,metadata,metadata,metadata
,BO3,BO4,BT,CO2,CO3,DIC,HCO3,P_in,S_in,TA,T_in,pCO2,B/Ca,B/Ca.1,B/Ca.2,B/Ca.3,BOH4_HCO3,BT,depth_m,n,pHtot,temp_C,Core,comments,doi,lat,lon,sample_depth,shortref,species
1,347.8985998971555,66.85835495998741,414.75695485714294,16.963884017395166,117.66686991895074,2135.706264628232,2001.0755106918862,137.6,34.92060000000001,2303.94877506162,-0.772161,262.80709393435257,239.86194626088425,,,,0.03343532243434524,415.0562742857143,1376.0,1.0,8.130487715832253,-0.772161,PS2647,R,10.1016/j.epsl.2007.03.025,68.78,21.06,0-1,Yu2007,C. wuellerstorfi
2,349.12554374035295,65.62547254536139,414.7510162857143,17.38873529757367,115.3768078759613,2139.1627326779903,2006.3971895044551,137.5,34.9201,2303.440995398301,-0.795071,269.144685436839,248.83006504767172,248.07483601534238,249.5852940800011,,0.032731720870041205,415.05033142857144,1375.0,2.0,8.121243722013206,-0.795071,23247-2,R,10.1016/j.epsl.2007.03.025,69.49,17.12,0-1,Yu2007,C. wuellerstorfi
3,344.8443238323482,69.60263759622318,414.4469614285714,17.064367449311884,118.31888159406823,2203.363486723298,2067.9802376799184,263.0,34.8945,2374.8765108175558,-1.14911,260.407952713305,214.29504580786534,211.4778594097695,217.1122322059612,,0.033681592677134393,414.7460571428572,2630.0,2.0,8.086946273647124,-1.14911,23400,R,10.1016/j.epsl.2007.03.025,72.35,7.81,0-1,Yu2007,C. wuellerstorfi
4,344.8432407872388,69.80088121276117,414.644122,16.75956842365634,111.99438026179915,2142.2401719289014,2013.486223243446,324.7,34.9111,2307.9297822618514,-0.869125,258.63472852290613,223.6121661279662,,,,0.03469169736917098,414.94336,3247.0,1.0,8.05041523207011,-0.869125,23424,R,10.1016/j.epsl.2007.03.025,70.04,0.07,0-1,Yu2007,C. wuellerstorfi
5,349.87968144297224,64.78225627131354,414.6619377142858,17.86740251912652,110.9467240840824,2142.3382970539446,2013.5241704507357,185.1,34.912600000000005,2300.8410211196465,-0.784229,276.65942384610685,237.95687854247163,,,,0.032196786565136595,414.9611885714286,1851.0,1.0,8.087971646174411,-0.784229,23240,R,10.1016/j.epsl.2007.03.025,68.16,-9.59,0-1,Yu2007,C. wuellerstorfi
6,349.49433136513306,65.01082806343841,414.5051594285715,17.724650669743088,112.36396392390189,2144.4590953239476,2014.3704807303025,166.3,34.8994,2304.743351671914,-1.08234,271.2096785050724,241.8611801278831,,,,0.032296811995908996,414.80429714285714,1663.0,1.0,8.104532595952904,-1.08234,1914-5,R,10.1016/j.epsl.2007.03.025,73.97,-7.68,0-1,Yu2007,C. wuellerstorfi
7,345.30602447410456,69.3796675258954,414.685692,16.93330057993356,111.07924243882401,2145.442150059522,2017.4296070407643,329.9,34.9146,2309.615404463013,-0.864016,261.37404940319493,218.79376360351307,,,,0.034414949005158506,414.98496,3299.0,1.0,8.044259960198929,-0.864016,HM03-133-05,R,10.1016/j.epsl.2007.03.025,64.33,-6.08,core-top,Yu2007,C. wuellerstorfi
8,347.5061554504182,67.16053312101037,414.66668857142855,16.980558624274458,116.56511060517805,2138.220458851174,2004.6747896217214,165.2,34.913,2305.6385338870145,-0.839,262.36015482966235,261.22973312984715,,,,0.03352613675725855,414.9659428571428,1652.0,1.0,8.118426258121554,-0.839,HM03-133-11,R,10.1016/j.epsl.2007.03.025,63.0,-6.08,core-top,Yu2007,C. wuellerstorfi
11,349.64817716466365,65.5304162639078,415.17859342857145,17.950559011787554,114.24236536737472,2148.1473852277695,2015.9544608486071,236.0,34.9561,2310.844274545535,3.21866,323.95570372579743,217.89611478986546,,,,0.032529359741867825,415.47821714285715,2360.0,1.0,8.013677087027187,3.21866,NEAP 8K,R,10.1016/j.epsl.2007.03.025,59.44,22.12,12-16,Yu2007,C. wuellerstorfi
12,349.64817716466365,65.5304162639078,415.17859342857145,17.950559011787554,114.24236536737472,2148.1473852277695,2015.9544608486071,236.0,34.9561,2310.844274545535,3.21866,323.95570372579743,218.5822219678483,,,,0.032529359741867825,415.47821714285715,2360.0,1.0,8.013677087027187,3.21866,NEAP 8K,O,10.1016/j.epsl.2007.03.025,59.44,22.12,12-16,Yu2007,C. wuellerstorfi
13,348.718332205169,66.6396060805454,415.35793828571434,17.76693522704835,113.09673064253253,2150.3234444289965,2019.4597785594156,284.8,34.9712,2313.133637802735,2.7411,315.0386658029328,227.4288274461307,,,,0.033022543394325,415.65769142857147,2848.0,1.0,8.00187175386511,2.7411,NEAP 16B,O,10.1016/j.epsl.2007.03.025,56.36533,27.81333,core-top,Yu2007,C. wuellerstorfi
14,349.81388604756785,65.47991566671796,415.29380171428585,18.12386625941167,111.57736005091365,2151.4958776574103,2021.7946513470852,273.4,34.96580000000001,2311.2567517997954,2.7427,321.37650863993406,221.89299283207703,222.28197345210435,221.50401221204973,,0.03241039874862454,415.59350857142863,2734.0,2.0,7.998993041051348,2.7427,NEAP 17B,R,10.1016/j.epsl.2007.03.025,56.1,27.2,core-top,Yu2007,C. wuellerstorfi
15,349.7378306660361,65.41819619110673,415.1560268571428,18.36376219645738,108.72406899352438,2154.954489657737,2027.8666584677553,328.3,34.9542,2311.5445646128733,2.81926,326.53723997906735,209.36963496386952,,,,0.03228289520302634,415.4556342857143,3283.0,1.0,7.968498254266387,2.81926,NEAP 19B,R,10.1016/j.epsl.2007.03.025,52.45,30.2,core-top,Yu2007,C. wuellerstorfi
16,349.7378306660361,65.41819619110673,415.1560268571428,18.36376219645738,108.72406899352438,2154.954489657737,2027.8666584677553,328.3,34.9542,2311.5445646128733,2.81926,326.53723997906735,206.83133463977418,,,,0.03228289520302634,415.4556342857143,3283.0,1.0,7.968498254266387,2.81926,NEAP 19B,O,10.1016/j.epsl.2007.03.025,52.45,30.2,core-top,Yu2007,C. wuellerstorfi
17,350.1464320383755,64.88013396162461,415.0265660000001,18.482441265040283,110.67323292219966,2164.2479800045653,2035.092305817325,287.8,34.94330000000001,2322.1513007475924,3.03045,331.2138162405656,233.9028842537317,,,,0.0319036911005339,415.32608000000005,2878.0,1.0,7.983455751527299,3.03045,NEAP 20B,R,10.1016/j.epsl.2007.03.025,42.29,28.24,core-top,Yu2007,C. wuellerstorfi
18,350.1464320383755,64.88013396162461,415.0265660000001,18.482441265040283,110.67323292219966,2164.2479800045653,2035.092305817325,287.8,34.94330000000001,2322.1513007475924,3.03045,331.2138162405656,228.1056553995005,,,,0.0319036911005339,415.32608000000005,2878.0,1.0,7.983455751527299,3.03045,NEAP 20B,O,10.1016/j.epsl.2007.03.025,42.29,28.24,core-top,Yu2007,C. wuellerstorfi
19,350.1464320383755,64.88013396162461,415.0265660000001,18.482441265040283,110.67323292219966,2164.2479800045653,2035.092305817325,287.8,34.94330000000001,2322.1513007475924,3.03045,331.2138162405656,228.00345553125388,,,,0.0319036911005339,415.32608000000005,2878.0,1.0,7.983455751527299,3.03045,NEAP 20B,O,10.1016/j.epsl.2007.03.025,42.29,28.24,core-top,Yu2007,C. wuellerstorfi
20,348.9713527118372,66.03502214530565,415.0063748571429,18.13864522167323,111.33718888677178,2160.869738329785,2031.3939042213399,312.1,34.9416,2320.942263308706,2.99545,324.6279375887855,208.463931255695,212.87033371857652,204.05752879281349,,0.03253070602669948,415.3058742857143,3121.0,2.0,7.98007114107855,2.99545,T86 5B,R,10.1016/j.epsl.2007.03.025,46.9,25.4,core-top,Yu2007,C. wuellerstorfi
21,348.9713527118372,66.03502214530565,415.0063748571429,18.13864522167323,111.33718888677178,2160.869738329785,2031.3939042213399,312.1,34.9416,2320.942263308706,2.99545,324.6279375887855,194.91123788019434,,,,0.03253070602669948,415.3058742857143,3121.0,1.0,7.98007114107855,2.99545,T86 5B,O,10.1016/j.epsl.2007.03.025,46.9,25.4,core-top,Yu2007,C. wuellerstorfi
22,348.9713527118372,66.03502214530565,415.0063748571429,18.13864522167323,111.33718888677178,2160.869738329785,2031.3939042213399,312.1,34.9416,2320.942263308706,2.99545,324.6279375887855,209.75429831210147,,,,0.03253070602669948,415.3058742857143,3121.0,1.0,7.98007114107855,2.99545,T86 5B,O,10.1016/j.epsl.2007.03.025,46.9,25.4,core-top,Yu2007,C. wuellerstorfi
23,348.9713527118372,66.03502214530565,415.0063748571429,18.13864522167323,111.33718888677178,2160.869738329785,2031.3939042213399,312.1,34.9416,2320.942263308706,2.99545,324.6279375887855,215.96265763781037,,,,0.03253070602669948,415.3058742857143,3121.0,1.0,7.98007114107855,2.99545,T86 5B,R,10.1016/j.epsl.2007.03.025,46.9,25.4,core-top,Yu2007,C. wuellerstorfi
24,348.9713527118372,66.03502214530565,415.0063748571429,18.13864522167323,111.33718888677178,2160.869738329785,2031.3939042213399,312.1,34.9416,2320.942263308706,2.99545,324.6279375887855,206.67651367816305,,,,0.03253070602669948,415.3058742857143,3121.0,1.0,7.98007114107855,2.99545,T86 5B,"O, RB",10.1016/j.epsl.2007.03.025,46.9,25.4,core-top,Yu2007,C. wuellerstorfi
25,348.9713527118372,66.03502214530565,415.0063748571429,18.13864522167323,111.33718888677178,2160.869738329785,2031.3939042213399,312.1,34.9416,2320.942263308706,2.99545,324.6279375887855,215.91129479781048,,,,0.03253070602669948,415.3058742857143,3121.0,1.0,7.98007114107855,2.99545,T86 5B,O,10.1016/j.epsl.2007.03.025,46.9,25.4,core-top,Yu2007,C. wuellerstorfi
26,349.03141633039627,65.9630813838895,414.9944977142858,17.649472238662195,117.16840942976957,2144.029401397172,2009.2115197287403,202.6,34.9406,2310.4229255262717,3.44968,321.2183252611606,225.24564102123745,,,,0.03285402487257888,415.2939885714286,2026.0,1.0,8.032362316063388,3.44968,T86 9B,O,10.1016/j.epsl.2007.03.025,40.8,27.5,core-top,Yu2007,C. wuellerstorfi
27,349.03141633039627,65.9630813838895,414.9944977142858,17.649472238662195,117.16840942976957,2144.029401397172,2009.2115197287403,202.6,34.9406,2310.4229255262717,3.44968,321.2183252611606,226.92566188667126,,,,0.03285402487257888,415.2939885714286,2026.0,1.0,8.032362316063388,3.44968,T86 9B,O,10.1016/j.epsl.2007.03.025,40.8,27.5,core-top,Yu2007,C. wuellerstorfi
28,352.2904472076128,62.63635079238716,414.92679799999996,19.71623615551001,105.49012891605027,2195.475695148134,2070.2693300765736,327.1,34.9349,2344.653698803954,2.77094,349.91635171397496,205.61774505051812,,,,0.030277004506317297,415.22624,3271.0,1.0,7.947791749627923,2.77094,T86 15B,O,10.1016/j.epsl.2007.03.025,30.483,36.95,core-top,Yu2007,C. wuellerstorfi
29,350.1043123446225,64.97213765537748,415.07645,18.51216123780153,110.01806352600167,2165.7938631738148,2037.2636384100113,301.3,34.9475,2323.0923401724403,2.90445,330.20702210186465,210.77416054125692,207.7816248084448,213.76669627406903,,0.031914880897332576,415.376,3013.0,2.0,7.978448937283907,2.90445,T88 7B,R,10.1016/j.epsl.2007.03.025,50.5,26.5,core-top,Yu2007,C. wuellerstorfi
30,350.1043123446225,64.97213765537748,415.07645,18.51216123780153,110.01806352600167,2165.7938631738148,2037.2636384100113,301.3,34.9475,2323.0923401724403,2.90445,330.20702210186465,214.55135689323726,,,,0.031914880897332576,415.376,3013.0,1.0,7.978448937283907,2.90445,T88 7B,O,10.1016/j.epsl.2007.03.025,50.5,26.5,core-top,Yu2007,C. wuellerstorfi
31,348.1502211482037,66.91078856608215,415.0610097142858,17.84415146002423,113.20483591069578,2162.804763749285,2031.7557763785653,307.4,34.946200000000005,2325.921379770178,2.86077,317.7728144421332,204.19600063656145,,,,0.03295626233231837,415.3605485714286,3074.0,1.0,7.990937789446982,2.86077,T88 9B,R,10.1016/j.epsl.2007.03.025,48.4,25.1,core-top,Yu2007,C. wuellerstorfi
32,348.55590021409273,66.5276760716215,415.08357628571423,17.77977650104879,114.07603523809983,2153.027976722047,2021.1721649828978,274.1,34.9481,2316.7165450936805,3.04979,318.8593232025798,208.56685027388704,211.66749266514722,205.46620788262683,,0.03293914716325148,415.3831314285714,2741.0,2.0,8.003370546932274,3.04979,T88 11B,R,10.1016/j.epsl.2007.03.025,45.4,25.4,core-top,Yu2007,C. wuellerstorfi
33,349.55745392047487,65.46911207952525,415.0265660000001,18.386454353861055,110.97125347114728,2170.2007589837262,2040.8430511587185,305.2,34.94330000000001,2329.0802238550427,2.88629,327.73535358032575,208.3673747216128,210.5120403745544,206.22270906867118,,0.03210259574685752,415.32608000000005,3052.0,2.0,7.980601935438129,2.88629,T88 12B,R,10.1016/j.epsl.2007.03.025,44.1,24.9,core-top,Yu2007,C. wuellerstorfi
34,350.8648530801069,64.10589034846453,414.97074342857144,19.00831255270777,108.43603910575928,2183.294759494718,2055.850407836251,313.3,34.9386,2337.622983091392,2.77176,337.37011030447655,211.25739229508883,,,,0.031204679910793117,415.2702171428572,3133.0,1.0,7.966946834815115,2.77176,T88 13B,O,10.1016/j.epsl.2007.03.025,42.9,25.3,core-top,Yu2007,C. wuellerstorfi
35,350.1766471181553,64.87486088184473,415.051508,18.5060020963892,110.85752813588881,2167.643682014454,2038.2801517821758,285.8,34.9454,2325.6984746120147,2.96067,330.7828607275439,209.888874313397,,,,0.03185120521527859,415.35104,2858.0,1.0,7.985297108545343,2.96067,T88 14B,O,10.1016/j.epsl.2007.03.025,40.4,25.8,core-top,Yu2007,C. wuellerstorfi
36,351.12847267908455,63.92897389234409,415.0574465714286,18.81587863668112,109.81712920747444,2169.288057156651,2040.6550493124957,273.8,34.9459,2325.0389552348743,2.99981,336.8114740900617,225.42913487417908,,,,0.03135028127873933,415.3569828571429,2738.0,1.0,7.983661282002601,2.99981,T88 15aB,O,10.1016/j.epsl.2007.03.025,38.9,25.0,core-top,Yu2007,C. wuellerstorfi
37,351.8229606873371,63.252301598377265,415.0752622857144,19.234969849319004,107.88155331495946,2180.5659819620873,2053.4494587978093,293.4,34.94740000000001,2333.2620483945457,2.90772,343.1414552772244,209.3521474033022,,,,0.030825179985157193,415.3748114285715,2934.0,1.0,7.96884504972899,2.90772,T88 17B,R,10.1016/j.epsl.2007.03.025,35.4,29.4,core-top,Yu2007,C. wuellerstorfi
38,349.004729939642,65.61801320321511,414.6227431428572,18.832731050960604,108.87344324956666,2203.7267189454706,2076.020544644943,372.6,34.9093,2360.165653537396,2.51401,330.9970050802182,194.4279973862823,191.87931512137627,196.9766796511883,,0.031630403757475306,414.92196571428576,3726.0,2.0,7.9510875105215115,2.51401,T88 19B,R,10.1016/j.epsl.2007.03.025,31.308,30.475,core-top,Yu2007,C. wuellerstorfi
39,349.004729939642,65.61801320321511,414.6227431428572,18.832731050960604,108.87344324956666,2203.7267189454706,2076.020544644943,372.6,34.9093,2360.165653537396,2.51401,330.9970050802182,193.94767407383668,,,,0.031630403757475306,414.92196571428576,3726.0,1.0,7.9510875105215115,2.51401,T88 19B,O,10.1016/j.epsl.2007.03.025,31.308,30.475,core-top,Yu2007,C. wuellerstorfi
40,350.60934308302575,64.70346205983134,415.3128051428571,18.474900100376843,109.0678684507552,2153.722554398025,2026.1797858468922,291.1,34.9674,2309.8206702185926,2.62757,326.20100200194906,226.4581052072354,,,,0.03195676777391387,415.6125257142857,2911.0,1.0,7.9847671650922285,2.62757,T90-1B,O,10.1016/j.epsl.2007.03.025,58.5,20.493,core-top,Yu2007,C. wuellerstorfi
41,351.0580972427837,63.985096757216326,415.043194,18.765332538737503,109.59606460111071,2166.7404509808084,2038.3790538409608,273.1,34.9447,2322.3650421100187,2.79752,333.38917035156123,214.44008727377317,,,,0.031412839057324254,415.34272,2731.0,1.0,7.98701206830753,2.79752,T90-2B,O,10.1016/j.epsl.2007.03.025,53.1,20.8,core-top,Yu2007,C. wuellerstorfi
42,349.46227001414366,65.15928541442779,414.6215554285715,19.288048261752483,104.23209577611354,2205.0092579083876,2081.4891138705216,447.9,34.909200000000006,2355.862699513647,2.56814,339.6857996293741,197.82584870359068,,,,0.03132675965518091,414.92077714285716,4479.0,1.0,7.907004147352799,2.56814,T90-3B,O,10.1016/j.epsl.2007.03.025,47.673,20.808,core-top,Yu2007,C. wuellerstorfi
43,349.27556773012356,65.4053734127336,414.6809411428572,18.977406663734456,107.25890494176399,2201.8665115823433,2075.6301999768443,394.5,34.9142,2356.325139973056,2.55605,334.07403513887004,190.12188792359572,,,,0.03153383237029091,414.9802057142857,3945.0,1.0,7.937199480141921,2.55605,T90 4B,O,10.1016/j.epsl.2007.03.025,47.2,21.387,core-top,Yu2007,C. wuellerstorfi
44,349.27556773012356,65.4053734127336,414.6809411428572,18.977406663734456,107.25890494176399,2201.8665115823433,2075.6301999768443,394.5,34.9142,2356.325139973056,2.55605,334.07403513887004,189.40007561252162,194.3381578223559,184.46199340268737,,0.03153383237029091,414.9802057142857,3945.0,2.0,7.937199480141921,2.55605,T90 4B,R,10.1016/j.epsl.2007.03.025,47.2,21.387,core-top,Yu2007,C. wuellerstorfi
45,349.27556773012356,65.4053734127336,414.6809411428572,18.977406663734456,107.25890494176399,2201.8665115823433,2075.6301999768443,394.5,34.9142,2356.325139973056,2.55605,334.07403513887004,180.80760003278212,,,,0.03153383237029091,414.9802057142857,3945.0,1.0,7.937199480141921,2.55605,T90 4B,O,10.1016/j.epsl.2007.03.025,47.2,21.387,core-top,Yu2007,C. wuellerstorfi
46,348.226444397726,66.5863330308454,414.8127774285714,18.45511704250202,110.32832280425856,2196.3605026804403,2067.57706283368,375.2,34.9253,2355.621503344269,2.64747,326.0121024629282,210.17835992501338,,,,0.03222824816200935,415.11213714285714,3752.0,1.0,7.955365056295535,2.64747,T90 7B,O,10.1016/j.epsl.2007.03.025,46.295,23.605,core-top,Yu2007,C. wuellerstorfi
47,348.226444397726,66.5863330308454,414.8127774285714,18.45511704250202,110.32832280425856,2196.3605026804403,2067.57706283368,375.2,34.9253,2355.621503344269,2.64747,326.0121024629282,200.1144614814892,192.01770080621827,204.57154830513636,203.75413533311297,0.03222824816200935,415.11213714285714,3752.0,3.0,7.955365056295535,2.64747,T90 7B,R,10.1016/j.epsl.2007.03.025,46.295,23.605,core-top,Yu2007,C. wuellerstorfi
48,348.226444397726,66.5863330308454,414.8127774285714,18.45511704250202,110.32832280425856,2196.3605026804403,2067.57706283368,375.2,34.9253,2355.621503344269,2.64747,326.0121024629282,212.319707441783,,,,0.03222824816200935,415.11213714285714,3752.0,1.0,7.955365056295535,2.64747,T90 7B,O,10.1016/j.epsl.2007.03.025,46.295,23.605,core-top,Yu2007,C. wuellerstorfi
49,350.7223991321993,64.19014629637213,414.9125454285715,19.12365145494628,107.53826059882391,2189.3574085455753,2062.695496491805,339.3,34.9337,2342.7504134815445,2.79718,339.7286308818207,189.80956747590943,,,,0.031142003646934046,415.21197714285717,3393.0,1.0,7.953569727475462,2.79718,T90 8B,R,10.1016/j.epsl.2007.03.025,46.2,23.715,core-top,Yu2007,C. wuellerstorfi
50,347.24011190352047,67.38025581076536,414.6203677142858,17.155046333797458,118.74139001692602,2137.2920971638628,2001.3956608131396,216.2,34.90910000000001,2307.1795552352564,3.31248,310.5868895169322,223.9050869556137,217.25946243302698,231.29201637271504,223.16378206109908,0.03369093064849595,414.9195885714286,2162.0,3.0,8.03843507877812,3.31248,T90 10B,R,10.1016/j.epsl.2007.03.025,45.355,27.152,core-top,Yu2007,C. wuellerstorfi
51,350.1829213633602,64.79851149378266,414.9814328571429,18.707812243551697,108.91428335212501,2174.1429544639295,2046.520858868253,320.8,34.9395,2329.9512293674647,2.7872,332.2293444469744,199.26698085543057,,,,0.03168561641196822,415.28091428571435,3208.0,1.0,7.96826977103843,2.7872,T90 11B,R,10.1016/j.epsl.2007.03.025,45.0,24.66,core-top,Yu2007,C. wuellerstorfi
52,350.8369903265405,63.858203387745256,414.6951937142857,19.57718408810802,104.05745677674203,2202.3176884832355,2078.6830476183854,401.6,34.9154,2351.4044350337813,2.57709,344.90584018413136,190.01935230137684,187.1884832928918,192.85022130986192,,0.03074268021966674,414.99446857142857,4016.0,2.0,7.920851333164139,2.57709,T90 13B,R,10.1016/j.epsl.2007.03.025,44.0,20.017,core-top,Yu2007,C. wuellerstorfi
53,349.7132041732745,64.90478811243977,414.6179922857143,19.240423063142437,105.13235009442317,2201.8548653753905,2077.482092217825,417.7,34.9089,2353.407868174238,2.55332,338.6588881168401,195.3574940474876,,,,0.0312645911472631,414.9172114285715,4177.0,1.0,7.921102555039386,2.55332,T90 15B,R,10.1016/j.epsl.2007.03.025,47.6,20.922,core-top,Yu2007,C. wuellerstorfi
54,350.37971719240943,64.29172223616213,414.67143942857155,19.241861024158258,106.87721758580413,2200.6447992108688,2074.5257206009064,360.0,34.91340000000001,2353.3371115476116,2.51248,338.1766243307178,208.7714047859425,,,,0.031013411537823554,414.9706971428572,3600.0,1.0,7.947205566973908,2.51248,CD113A-SiteA,R,10.1016/j.epsl.2007.03.025,52.92,16.92,0-1,Yu2007,C. wuellerstorfi
55,350.37971719240943,64.29172223616213,414.67143942857155,19.241861024158258,106.87721758580413,2200.6447992108688,2074.5257206009064,360.0,34.91340000000001,2353.3371115476116,2.51248,338.1766243307178,218.0196349188792,,,,0.031013411537823554,414.9706971428572,3600.0,1.0,7.947205566973908,2.51248,CD113A-SiteA,O,10.1016/j.epsl.2007.03.025,52.92,16.92,0-1,Yu2007,C. wuellerstorfi
56,350.37971719240943,64.29172223616213,414.67143942857155,19.241861024158258,106.87721758580413,2200.6447992108688,2074.5257206009064,360.0,34.91340000000001,2353.3371115476116,2.51248,338.1766243307178,204.8849661362501,,,,0.031013411537823554,414.9706971428572,3600.0,1.0,7.947205566973908,2.51248,CD113A-SiteA,R,10.1016/j.epsl.2007.03.025,52.92,16.92,0-1,Yu2007,C. wuellerstorfi
57,348.75072912869365,66.17844429987785,414.9291734285715,17.507568440315122,118.34257673617655,2140.799843822586,2004.9496986460938,190.0,34.935100000000006,2308.7422706646407,3.56951,320.0326932420274,223.42774879990037,,,,0.0330313541661559,415.22861714285716,1900.0,1.0,8.03939091562473,3.56951,CD113A-SiteC,R,10.1016/j.epsl.2007.03.025,57.91,12.52,6-10,Yu2007,C. wuellerstorfi
